Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
1038834,2452,1116,-17776,-5226,-2392,-2528
1038848,2128,1392,-16912,-5305,-2631,-2765
1038860,2204,1340,-17352,-5441,-2823,-3203
1038872,2084,1808,-17960,-5398,-3298,-3735
1038884,2232,1676,-18488,-5551,-3229,-4073
1038896,1512,2176,-18168,-5468,-2850,-4847
1038908,2312,2432,-18324,-5210,-2430,-5165
1038920,2064,2620,-18500,-5085,-1668,-5241
1038935,2452,2440,-17888,-5330,-631,-5573
1038947,2708,2288,-18360,-5148,-604,-5683
1038959,2948,2396,-18344,-5545,-871,-6034
1038971,3052,2532,-18792,-5875,-1265,-7118
1038983,2836,2256,-18700,-5902,-1227,-7444
1038995,2324,2460,-18264,-5902,-600,-7897
1039009,2960,2824,-18384,-5604,726,-8319
1039021,2896,2992,-17876,-5466,1737,-9353
1039033,3504,3484,-17708,-5196,2331,-10207
1039045,4204,3796,-17928,-4913,3165,-11220
1039060,4548,3564,-17816,-4454,4227,-12451
1039072,4404,3280,-17468,-4359,5012,-13504
1039084,4664,2804,-16912,-4390,5775,-14654
1039096,4852,3052,-17132,-4030,6588,-16160
1039108,5560,3312,-16688,-3582,7800,-17259
1039120,6456,3292,-16076,-3217,8422,-18597
1039134,7608,3352,-15936,-2935,7939,-20307
1039146,8508,3228,-15876,-2699,7387,-21345
1039158,8888,3044,-15928,-2407,6692,-22747
1039170,9008,2960,-15568,-2032,5913,-24126
1039185,8992,2780,-15456,-1866,4841,-25717
1039197,8392,2764,-15032,-1629,3777,-26945
1039209,8280,2812,-14920,-1374,3078,-28037
1039221,7960,2920,-14720,-1076,3743,-29004
1039233,7580,2936,-14304,-255,5209,-30008
1039245,7288,3092,-14128,1101,6346,-31121
1039257,7276,2764,-14540,2712,7055,-31914
1039269,7648,2188,-14396,4127,7491,-32580
1039281,7652,1496,-14692,5612,7463,-32768
1039295,7268,432,-15016,7536,7230,-32768
1039310,6692,-796,-15192,9138,7069,-32768
1039322,6644,-1900,-15516,9893,6628,-32768
1039334,6980,-2580,-16268,10232,5331,-32768
1039346,7256,-3140,-16184,9769,3837,-32768
1039358,7112,-2964,-16452,9684,3149,-32224
1039370,7372,-3936,-16984,10030,3587,-31042
1039382,7784,-4492,-16624,10290,4108,-29577
1039394,8820,-4840,-16668,10633,4455,-27855
1039406,10264,-5680,-17752,11075,4279,-25614
1039418,12496,-6628,-18824,11602,3939,-23249
1039435,16652,-8524,-19184,12402,4083,-18975
1039447,19944,-10212,-19480,13020,3201,-14429
1039459,22636,-11764,-18324,13340,1448,-9976
1039471,24204,-13580,-17404,12995,-276,-6252
1039483,24808,-14620,-18408,12869,-1250,-2120
1039495,24488,-15112,-20216,13066,-1951,2640
1039507,23348,-15756,-22212,13148,-2769,6625
1039519,24864,-18784,-20352,11971,-818,10464
1039531,27408,-21652,-19744,11103,-2345,14857
1039543,28956,-23392,-15732,8433,-7493,17953
1039559,27516,-24844,-10636,3699,-16693,21457
1039571,22148,-24176,-8312,704,-21196,22895
1039583,19324,-22348,-8236,-896,-22280,23613
1039597,18356,-18520,-8896,-1083,-21239,24679
1039609,19068,-15412,-8556,-545,-19803,25120
1039621,18948,-12460,-7304,157,-18584,25323
1039633,17632,-9632,-5876,979,-17449,25367
1039645,16440,-6928,-4612,1948,-15968,25196
1039657,15980,-3560,-3432,3182,-13705,24994
1039669,15404,-92,-2664,4468,-11280,25218
1039685,14940,4652,-3428,6031,-8494,24900
1039697,14188,8044,-4100,6481,-7600,24203
1039709,12728,10636,-4036,6428,-7627,22632
1039723,9004,12048,-3428,5678,-8459,19505
1039735,6308,12772,-3960,5230,-8306,16567
1039747,4168,13276,-5224,4703,-6724,14420
1039759,2616,15216,-6064,4618,-4362,13038
1039771,2076,18300,-7312,4371,-1591,11648
1039783,2048,21720,-9236,4022,856,10568
1039795,2736,24708,-11028,3760,2349,11100
1039811,312,24744,-11172,2318,558,13468
1039823,-4240,21512,-10004,79,-1967,14225
1039835,-10228,19020,-9784,-1875,-5408,13152
1039847,-13152,18636,-12360,-2191,-6955,12038
1039859,-15196,19956,-13260,-2485,-6680,12524
1039871,-19096,19380,-13696,-1896,-5883,12857
1039885,-23756,17792,-15576,-1417,-2567,10484
1039897,-27968,18312,-18612,-1635,643,8353
1039909,-32464,18644,-21708,-457,5943,6725
1039921,-32768,10428,-14352,3348,9556,7867
1039937,-32768,10928,-6680,1721,4860,1572
1039949,-28016,10704,-3888,3260,16875,-1929
1039961,-24320,3828,-8044,2870,23222,4165
1039973,-21468,500,-12412,2853,27500,4638
1039985,-16804,564,-11972,2371,26791,603
1039997,-11508,796,-12256,973,22974,-669
1040011,1116,4480,-15140,-688,18555,1875
1040023,-2024,1732,-14080,-2445,12890,4402
1040035,-3364,-556,-12108,-3940,8187,3415
1040047,-3300,-2648,-12824,-5766,4890,2156
1040063,-4312,-4436,-11532,-8093,-1419,4347
1040075,-4012,-5156,-11864,-9724,-5080,4687
1040087,-3956,472,-13152,-10001,-6371,5254
1040099,-5928,-380,-12632,-10210,-5029,6418
1040111,-5916,380,-13684,-10608,-7122,3401
1040123,-6152,4228,-14548,-10934,-7383,804
1040135,-7480,7024,-16424,-9752,-4339,492
1040147,-2952,11616,-12644,-8747,203,955
1040159,-7448,10072,-12668,-7954,1031,174
1040173,-5740,8400,-9060,-6868,3872,72
1040188,-4092,13708,4168,-6548,4899,-2303
1040200,-4984,10204,-10920,-7198,9257,-412
1040212,-4192,9736,-11360,-6924,9575,580
1040224,-3508,9280,-9400,-8347,11266,2091
1040236,-2812,8264,-11460,-8707,12612,4388
1040248,-164,9536,-11528,-8118,13910,5924
1040260,-364,10540,-11288,-8290,13715,6920
1040272,496,9900,-11952,-8868,13594,6727
1040284,1096,9280,-12520,-8816,13990,5940
1040298,3336,8548,-12880,-9651,13829,5609
1040313,4596,7544,-11908,-10583,13931,7309
1040325,5588,8232,-10288,-11523,14095,7809
1040337,6432,9404,-10608,-12046,14410,9252
1040349,6712,11572,-8584,-13419,15302,10361
1040361,9328,11304,-8892,-14122,15416,9836
1040373,11392,14004,-8676,-15734,15883,10753
1040385,14096,14648,-7912,-17455,16886,11195
1040397,14816,15180,-9500,-18334,16666,10732
1040409,15432,17388,-9484,-19485,16295,9786
1040421,16224,17912,-8784,-19317,16580,9463
1040438,18952,17716,-11508,-21033,16488,6798
1040450,20552,17304,-13024,-20890,16526,5337
1040462,20208,15476,-12008,-20382,15518,7123
1040474,17564,16800,-10212,-20045,12054,7987
1040486,15956,16488,-9320,-18376,8144,9566
1040498,15772,16412,-10512,-17758,7880,10283
1040510,13016,17940,-11272,-16941,11612,9160
1040522,10232,18168,-10868,-15072,14115,5697
1040534,8744,19160,-8664,-12920,15163,4075
1040546,8224,19696,-9692,-12374,20194,3777
1040562,7616,20156,-6156,-9998,27393,-493
1040574,6872,19460,-6108,-8651,26295,-7348
1040586,8240,18428,-6224,-10191,25722,-12841
1040600,10976,18472,-4924,-12163,25998,-18177
1040612,8732,20936,-4968,-13050,21158,-23053
1040624,10708,30488,-7604,-9419,19536,-24665
1040636,13536,26060,-10288,-10457,20442,-23944
1040648,12592,28160,-8944,-13066,20916,-25768
1040660,14684,29380,-7400,-13942,23624,-30853
1040672,16688,28660,-3200,-15122,24957,-32768
1040688,20020,30620,-1148,-16949,29055,-32768
1040700,20860,32220,-496,-15387,27177,-31403
1040712,16628,28332,1244,-14749,26946,-31846
1040726,17056,24828,2684,-15037,28837,-26461
1040738,13308,26616,2080,-13582,32402,-28633
1040750,15368,26864,80,-8494,32194,-32377
1040762,17852,27160,-6072,-3553,24765,-32768
1040774,18412,27524,-8884,-1576,24047,-32135
1040786,14348,21748,-4344,-1760,25465,-30300
1040798,13180,19556,-592,-4221,26798,-32768
1040814,14284,25400,-1792,-1545,27941,-26323
1040826,13816,23528,-2260,991,26396,-25469
1040838,12464,24148,-2000,-66,25832,-27526
1040850,7664,23256,-3620,372,26472,-27555
1040862,9608,23888,-2784,2232,24370,-28598
1040874,10108,23500,-2712,3720,24483,-27144
1040888,11752,22144,-3988,5251,26774,-23995
1040900,8052,21484,-4488,6244,23823,-24860
1040912,6728,20328,-6504,7520,21119,-27637
1040924,4880,19332,-5236,8104,17999,-29716
1040940,4972,18412,-6528,9034,16758,-26133
1040952,1664,15864,-6640,10648,16479,-22775
1040964,1192,13856,-8004,11454,16387,-23232
1040976,84,11984,-8096,11288,18228,-24158
1040988,-1488,12536,-8252,11547,19517,-23650
1041000,-3712,11952,-7576,11880,21112,-23514
1041014,-3284,10096,-8392,13434,23691,-25497
1041026,-4248,10720,-8364,15212,26361,-26840
1041038,-5088,11776,-9412,16550,29179,-30380
1041050,-5432,12904,-10140,19697,32079,-32768
1041066,-4716,9924,-12160,23220,32767,-32768
1041078,-4412,6876,-14340,23440,32767,-28370
1041090,-3800,5880,-15168,25727,32767,-22452
1041102,-1288,6384,-14944,28238,32767,-20694
1041114,1020,8708,-14780,30707,32767,-18637
1041126,6364,10816,-13100,31893,32767,-17494
1041138,11036,10260,-14072,32113,32767,-15042
1041150,12244,7296,-15148,30810,28106,-11952
1041162,13700,4960,-17016,28614,20759,-9982
1041176,15864,2068,-18488,27197,13640,-7450
1041191,19948,-1416,-22744,25301,10610,-3529
1041203,23212,-1676,-26684,24401,8590,2917
1041215,24944,812,-26640,24436,5699,10251
1041227,24176,5524,-27704,25247,1660,14496
1041239,23140,9668,-29828,25569,-1146,15612
1041251,23140,12736,-29072,24957,-1635,19186
1041263,21760,14472,-27804,26496,-4,25496
1041275,18352,13836,-26636,27728,1459,29349
1041287,15808,13600,-25500,28439,1929,32552
1041301,13472,15572,-23156,29809,3497,32767
1041316,12000,18052,-19724,30531,4980,32767
1041328,11084,19844,-16588,30377,4791,32767
1041340,10176,22048,-14528,30424,4297,32767
1041352,8816,24348,-12828,29949,4738,32767
1041364,7724,25876,-11184,29367,6391,32767
